,mbti,title,content,mbti_label,e_i,n_s,f_t,j_p
643,estp,ISFJ 잇프제 분들 고민들어주세요ㅠㅠ,"isfj랑 최근에 이별을 했습니다.. 서로 성향이 달라서 맞춰보기로 했는데 잘 안되다 보니 지쳤다로 하더라고요.. 일방적으로 먼저 통보했습니다.. 홧김에 이러는 것도 아니라며 오랫동안 싸워오며 마음이 식었다고 얘기하더라고요,. 자기가 힘들었던 거 쓰다가 더 이상 이해받고 싶지 않다고.. 그렇게 헤어진 다음날 얼굴 보고 얘기하자고 하니까 만나면 정리하는데 안 좋을 거라며 에둘러 얘기하더라고요ㅠ 그래서 남자친구 집 앞에 몰래 붙잡는 내용의 편지를 두고 왔는데 연락이 올까요 ㅠ 제가 그동안 싸움을 지나가는 싸움이라 생각해서 가볍게 생각했던 게 화근이라.. 그 부분에 대해서 진심으로 사과를 담아 적었습니다ㅠㅠ 이별 앞에서 냉정하다고 유명한 isfj들이라 마음 정리를 빠르ㄱㅔ 해야 할지 더 붙잡아봐야 하는지.. 재회 가능성이 제로인가요 ㅠㅠ",7,1,0,0,0
644,esfj,*sfj 분들께 질문 2가지 있어요!,"질문 esfj, isfj에게 맞는 직업군 중에 기술 직종이 잘 맞을 것 같다고 생각하는데요 다른 분들의 의견은 어떠하신가요 질문 sfj분들은 정리정돈이 안 되어 있으면 스트레스받으시나요 특히 회사에서 일할 때 업무를 할수록 데이터가 누적되고 양이 늘어나는데.... 성격상 대충대충 하지 않고 꼼꼼 완벽하려고 하는 것도 있고..... 그때그때 정리한다고 해도 어쩔 때는 시간이 부족해서 못할 때도 있잖아요 이럴 때 정리정돈이 안 되어 있으면 스트레스 많이 받으시나요",4,1,0,1,1
645,infj,ISFJ 분들께 질문 드려요 :)),"달이 참 예쁘네요 isfj 분들의 취미와 취향이 궁금해요 주로 어디서 출몰하시고 어떤 활동 사람 존재들을 아끼시는지 등이요 좋아하는 엠비티아이 유형이나 이상형이 따로 있으시다면 그것도 조심스레 여쭙고 싶어요 d 마지막으로, 본인을 한마디로 표현한다면 어떻게 표현하실 지도 궁금해요 읽어주셔서 감사합니다",8,0,1,1,1
646,estj,엣프제 esfj.오글거리는게 싫어요?,와 오빠가 음식 만들어주니까 너무 좋다. 밖에서 사 먹는 것보다 더 맛있는 것 같아 오빠랑 알콩달콩 히히 조나요~ 오빠도 좋지~ 이랬더니 은근 뭘 그리 확인받고 싶어 하냐 이런 식의 비슷한 일을 네다섯 번 겪고 나니 억울하고 열받아서 얼마 전에 정색 한번 했네요. 그냥 좋다고 한 것인데 뭘 확인받으려고 한 건 아닌데 그냥 당신의 의견이 듣고 싶었을 뿐.. 응. 한 글자만 말해도 신나하는 제 흥은 안 깨졌을 것 같은데.. ㅋㅋㅋ 저는 최소한 좋은 건 표현하고 고마운 것도 표현하고 미안한 것도 표현해야 좋은 것 같다고 그게 사람 살아가는데 서로 좋기 위한 길 아니겠냐고 그랬더니 노력해보겠다네요. 킁. 진짜 짜증 나요 억울한 estj입니다.,6,1,0,0,1
647,enfj,ISFJ 짝사랑할때,혼자 조용히 좋아하다가 마음은 혼자 고이 간직하고 포기하는 수순 밟는다던데 진짠가요 플로팅은 안 하나요,0,1,1,1,1
648,entj,이런 성향 진짜 잇프제 출신 맞나요?ㅋㅋ,참고로 전 엠비티아이에 대해 잘 몰라서 유형에 대한 오해가 있을 수 잇다는 점 양해 부탁드릴게요 제 남편이 isfj라는데요 제가 볼 땐 아닌 거 같아서요 ㅋㅋ 일단 계획을 되게 자주 바꾸는 거 같은데 j 특성 가진 사람이 그러나요 예를 들어 집에 도착하면 뭘 하자 이렇게 얘기를 해놓고 갑자기 집에 도착해서 계획을 변경해요 그다음으로 정말 사소한 일이라도 본인이 꽂히면 꼭 그대로 하길 원하고 상대가 따라주길 바라요 전 잇츠제가 다른 사람에 맞춰주는 걸 좋아하는 줄 알았는데 아닌가요 ㅎㅎ,2,1,1,0,1
649,infp,ISFJ 손절 기준,"제 주위의 isfj들은 전 애인들에게서 끊임없이 연락이 온다고 합니다. 그럴 만합니다. 이프제 같은 애인을 못 만났겠지 자기가 잘못한 거 알면 그러면 안 되지 엠헬 isfj 분들은 친구, 지인, 전 애인과 손절 잘 하시나요 기준이 있다면 어떤 기준인가요",9,0,1,1,0
650,infp,"ESFJ, ISFJ 차이점이 뭐죠...!!!?","음 남자친구가 검사시켰을 땐 esfj 나왔는데 isfj 같아요.ㅋㅋㅋ...... _ esfj랑 isfj의 차이점이 무엇인가요 어떻게 구별되죠.. ㅋㅋㅋ... 어찌 내가 더 적극적인 거 같은데 하아 썸탈 땐 전화할게요.. 하면서 미리 예고하고 전화를 하더니 이제 정말 필요할 때만 전화하네요..ㅋㅋ 전화해도 저보고 왜 말이 없냐고 그랬고......... 소개해준 친구한테도 제가 원래 말이 없는 성격이냐고 물었다네요. 좀 소심한 거 같아요. 일단 질문을 잘 안 해요. 카톡 텀도 그리 길지 않고 뭐 보고하는 거는 잘 하는데 보통 e 성향 분들은 질문 엄청 많고, 관계를 주도적으로 이끌어가는데 지금 남자친구는 그런 게 없는 거 같아요. 그냥 나 안 좋아해서 그런 건가 크헹 ㅠㅠ",9,0,1,1,0
651,esfj,그냥 스몰토크하고 싶은 esfj 짤 있으신분,지구를 파 과하려 하는 oo vs 지구를 지키려는 enfj . . 그냥 스몰토크하고 싶은 esfj 막 공룡들이 싸우는 건데 혹시 이 짤 있으신 분 있나요 ㅠㅠ... 다시 보고 싶은데 아무리 검색해도 안 나오네요 ㅠㅠ,4,1,0,1,1
652,estp,esfj 친구 위로하기 성공,ㅋㅋㅋ 일 때문에 늘 지쳐있는 esfj 박사과정 친구가 힘들다고 하면 그냥 같이 찡찡거리기에 바빴는데 요 글을 보고 그래 위로를 해줘 보자라고 생각하게 되었어요 사실 저게 위로가 될.. 까... 욕먹는 거 아닐까 하고 정확히 워딩 댓글과 똑같이 보냈는데 반응이 오 생각보다 갠츈 뿌듯하다 _ 엠헬 최고,7,1,0,0,0
653,estj,ESFJ 엣프제가 일이바빠서 걱정될될때 위로를,"어떻게 해주면 힘이 날까요 회사에 결원이 생겨서 혼자 거의 3명의 일을 해내느라 운전에 배송에 생산에 제작에 ㅠ 같은 회사 다른 부서에 있어서 보고 있자니 맘이 아프네요. 어찌해야 사랑받는다고 느낄까요 어제 소소한 선물을 주긴 했는데 퇴근 후에 잠시 짬 내서 보긴 하거든요, 근데 제 상황이 시험 준비를 한다고 esfj님이 저녁시간 공부하라고 배려해주시고 계시거든요 여하튼 회사서 부담에 스트레스 세 힘든 에프제에게 외롭다고 느끼지 않게 해주고 싶은데 esfj 남자분들 도움 좀 부탁드려요 ㅠㅠ 진짜 에너지 드링크처럼 버팀목 같은 존재가 되고 싶어서요",6,1,0,0,1
654,isfj,심심한 잇프제인데 질문 받아볼까요,"세 번 했는데 isfj, esfj, isfp 나왔습니다 겹치는 것으로 치면 잇츠 제라 그렇게 말하고 다닙니다",12,0,0,1,1
655,intj,내일 달 사진 썸남한테 보내기_엣프제 여러분 질문있어요!,내일 11시 39분에 스트로베리 문이 뜬다고 해서 솔직히 너무 귀한 기회라 찍어서 보여주고 싶은데 인스타에서 이미 썸남썸녀랑 같이 보는 달이라고 바이럴을 해대서 의심할 것 같아요.. 상대에게 제가 좋아한다는 걸 티 내고 싶진 않지만 그래도 어느 정도 의도는 전해졌으면 좋겠어요 사진 찍을 수 있으면 보내주고 사심 없이 너무 예쁘고 흔하지 않은 기회라서 보여주고 싶어서 찍었다고 하면 과하게 티 내지 않고도 의도는 잘 전해지는 건가요 별개로 esfj 여러분은 상대 반응에 민감하다고 들었는데 묘한 기류 흐르는데 상대방이 달 사진 보내놓고 사심 없고 예뻐서 보여주고 싶어서 보내는 거라고 긋기 시도하면 크게 상처받을까요,10,0,1,0,1
656,infj,엣프제 님들 도와주세여!,esfj 공략법 뭐가 있을까요 좋아하는 단어라든지 뭐 적극적인 표현이나 행동이라든지 그런.. esfj 님들 도와주세요~~~,8,0,1,1,1
657,infp,Esfj분들 우울할 때,"저희 언니가 esfj인데 왠지 모르게 축 처져있고 겉으론 밝아 보여도 힘들어하는 게 보여요 저는 평소에 언니한테 꿀 발린 말 잘 못하고 틱틱 대면서 장난치기만 했더니 어떻게 위로해줘야 할지 감이 안 잡히네요 어떨 때 우울하고, 우울할 때 어떻게 극복하시는지 팁 좀 주세요",9,0,1,1,0
658,enfp,ESFJ 친구 어떻게 챙겨주면 좋을까요?,원래 친구 많은 친구인데 오늘 좀 풀 죽어서 저희 반에 찾아왔더라고요. 그냥 저 보러 왔대요. 뭔가 챙겨주고 싶은데 hmm 좋은 아이디어 있으면 공유 부탁드려요,1,1,1,1,0
659,isfj,외국에서 보는 ISFJ 타입,재미로만 보세요 아니ㅋㅋㅋ 임 찾아보다가 외국에서 잇츠제가 이런 이미지이군요. 쿠키를 만드는 이유가 이해 안 된다면 추가 설명 내가 슬픈 문제를 해결해줄 수 없지만 조용히 내가 할 수 있는 노력 쿠키를 만들어 줌으로 타인을 행복하게 해주는 주인공 지금 생각해보면 저도 그렇고 주변 isfj들이 요리를 하는 걸 극혐하는걸 본 적이 없네요..,12,0,0,1,1
660,entp,isfj 분들 로망이나 판타지같은거 없으세요?,"삶에서 로망, 판타지, 일상 속의 설렘, 기대감 같은 거 없으세요 제 친구가 저러는데 인생 왜 사는지 모르겠대요..",3,1,1,0,0
661,isfj,FJ의 특성..?,저만 그런지는 모르겠는데 낯선 환경 낯선 사람 만났을 때 누가 말 걸면 저 엄청 뚝딱거리는데 이거 저만 그런가요 ㅋㅋㅋ 특히 낯선 이성 사람 만나면 그냥 뚝딱 머신 제가 이성하고 대화를 잘 안 해봐서 그런것은지ㅠㅠ 저도 이런 제가 너무 답답해요,12,0,0,1,1
662,isfj,16personalities 영문판!!,카페에 영어로 16펄스 널리 티 한 사람들이 꽤나 있어서 저도 해봤는데 esfj가 나왔네요,12,0,0,1,1
663,isfj,isfj 들이 노는거 노잼이라고 하는데요..,우리는 집에서 나름 노는 방식 있고 집에서 나름 할 일이. 많아요 은근.... 그리고 우리도 나름 재미있게 생산적으로 잘 놀아요~,12,0,0,1,1
664,esfj,카페 esfj 회원님들께 질문드려요😆,현재 하고 있는 일이나 학과 알려주시면 감사하겠습니다. 간호사. 유치원에 많다고 하던데... 제 주변에는 없네요,4,1,0,1,1
665,esfj,엣프제 관종 아닌가요 ㅋ,저도 제가 보기에는 관종 같아요~ 남들이 저에게 집중하면 술 안 마셔도 텐션이 올라서 분위기 올리려고 발악하는 수준이에요 특히 노래방 가면 미친 듯이 놀아요 ㅋㅋ 사람들이 많으면 더 미치고요 ㅋㅋ,4,1,0,1,1
666,entj,ESFJ 남자친구요,"저는 우울과 불안으로 병원을 다니는 사람입니다 그리고 눈물도 많아서 자주 울어요 이런 걸 제 애인에게 보여주고 싶지 않은데 감정으로 묶여있는 관계라 그런지 제 기분과 컨디션이 다 전달이 되네요 .. 근데 어느 날은 제가 울면 따라 울고 제가 아파하면 진심으로 아파하면서 짜증 내고 화내줘요 고맙기도 하고 미안하기도 해서, 원래 이렇게 공감능력이 좋은 사람들인가요 .. 좋은 모습만 보여주고 싶은데 미안하네요.",2,1,1,0,1
667,isfp,카톡은 별론데 전화는 대박이네요;,"esfj 여동생이 카톡으로는 단답에 재미없게 답장하는데 전화로 하면 쉴 새 없이 얘기하면서 그렇게 한 시간 넘게 얘기하고 자기 할 일 있다고 하면서 끊어버리네요ㅡㅡ 이런 적이 여러 번인데 그래도 이젠 오빠로서 편해졌구나 하네요. 문득 궁금한 게, esfj 여자분들 좋아하는 사람하고 통화하는데 자기 할 일 있다고 전화를 잘 끊나요",13,0,0,1,0
668,esfj,세상에서 가장 힘든게 거절,"거절하는 것을 정말 못하겠어요. 일보다 인간관계를 중시하다 보니, 남이 요청하는 것을 아무리 힘든 일이라도 거절을 못 하겠어요. 인간관계가 틀어질까 봐요. 거절하면 저 사람이 나를 나쁘게 생각할까라는 의구심이 계속 들고 불안해요. 너무 감성적인가요 ㅜㅜ",4,1,0,1,1
669,esfj,ESFJ 저 보고 이해할 수 없다는 사람들,"회사 출근해서 시간대 별로 맞춰서 일 진행하는 스타일인데, 다른 사람들은 이해불가. 왜 그리하냐고 융통성 있게 하면 되지 않냐고 하는데 그게 너무 힘듦. 그리고 스케줄이 틀어지면 좌절감이 옴. 이거 하려고 했는데. 이러면서. 에프제가 피곤한 이유가 다 있는 듯. ㅜㅜ",4,1,0,1,1
670,estp,Isfj분들은 estp 어떻게 생각하세요?,isfj 분들 estp 어떤지 좋은 점 나쁜 점 가리지 않고 말해주시면 감사 감사합니다,7,1,0,0,0
671,isfj,Isfj 남자와 잘 어울리는 mbti??,저는 isfj 5 istj 49라고 나오는데 isfp 여자친구하고는 잘 맞았던 것 겉은데 궁합 보면 esfj esfp 하고 잘 어울리고 isfp는 보통이라고 하더라고요 혹시 isfp esfj esfp 하고 사귀어보신 분 어떠셨나요 저는 막 애인이 모임 자주 나가고 그러면 싫을 것 같은데,12,0,0,1,1
672,isfj,ISFJ 남자가 물어봅니다~ ㅎㅎ,번은 isfj 분들께 여쭤봅니다~ ㅎㅎ 첫인상이 가장 강렬한 mbti 성향은 대체로 어떤 성향이었나요 시간이 흘러도 가장 기억에 남는 mbti 성향은 어떤 성향이었어요~ isfj 남자의 어떤 점이 잘 맞지 않았나요 또는 어떤 점 때문에 헤어지거나 연을 끊으셨나요.. 그럼에도 불구하고 isfj 남자는 좋은 기억이었을까요 이상입니다,12,0,0,1,1
673,isfj,잇프제이신분들 사는게 너무 힘들지 않으세여????,"저는 사는 게 너무 힘들어요 왜냐면요,, 걱정 부자거든요 ㅠㅠㅋㅋㅋ 회사는 대 민업 무고 고양이 반려하는 집사인데요 대민업무라 그런지 사람한테 많이 데여서 인류애 소멸이고요 고양이 키워서 그런지 길고양이들이나 유기 동물들 너무 불쌍하고요,,, 감정이입도 잘하다 보니까 뉴스 같은 거에 억울하거나 불쌍한 사연들 보면 스트레스받고요.... 고양이 걱정, 가족들 걱정, 남자친구 걱정, 제 미래 걱정... 하~~~ 사는 게 너무 힘들어서... 적당히 살다가 고통 없이 죽을 수 있다면 안락사 하고 싶다고 하니까 저보다 오래 산 과장님이 왜~~ 세상에 재밌는 게 얼마나 많은데~~~라고 하시더라고요...... 저는 인생에서 재미는 한순간이고, 그 외 고통이 더 많은 거 같은데 다들 어떻게 생각하세요 태어났으니 또 열심히 살기는 잘 삽니다,,,,, 걱정하는 만큼 대비도 하고 ㅠ.ㅠ 근데 이런 것들이 너무 에너지 소모가 커요~~~",12,0,0,1,1
674,isfp,esfj 상대와 썸을 타고 있습니다.,esfj 여성과 썸을 타고 있어요.. 제가 제 마음을 담은 카톡 프로필 음악을 몰래몰래 설정해 놨는데 그럴 때마다 상대방 음악도 바뀌더군요.. 2달 정도 그렇게 연락하면서 농담 반 진담 반으로 좋아한다고 어필을 했어요. 어느 날 전화를 하다가 제가 좋아한다고 말했는데 esfj 여성이 자기도 저를 좋아한다고 말해줬어요. 이후로 서슴없이 좋아한다 말하고 있습니다. 이후에 제가 전화하면서 진짜 좋아해라고 말했더니 상대방 측에서 진짜야라고 말했어요 그리고 최근 들어 자기야라고 부르는데 놀리는 건지 그렇게 되고 싶은 건지 모르겠네요.. 하루 종일 신경 쓰여요,13,0,0,1,0
675,esfp,잇프제 전남친,전 남자친구가 아무리 쓰레기여도 잇츠제는 전 남자친구를 잘 못 잊더러 구요 제 친구도 그렇고 제 짝 여도 그렇고 다른 분들도 그러신가요,5,1,0,1,0
676,esfp,안녕하세요,잇츠제를 짝사랑하게 된 형준이입니다 카페에서 많은 도움 받고 싶어요 댓글로 질문받아주실 분,5,1,0,1,0
677,esfj,이상형 mbti!!,"esfj들은 nf 유형이랑 안 맞는다고 알려져 있는데 저는 nfp 유형이랑 왜 이렇게 잘 맞을까요 사람으로 괜찮다 배울 점이 있다 이런 거랑은 좀 거리가 멀긴 한데 개인적으로 그나마 제일 눈치 안 보고 편하게 대할 수 있는 유형인 것 같아요 제 동생, 제가 좋아하는 친구, 찐친 한 명 전부다 enfp 이네요",4,1,0,1,1
678,isfj,제 mbti는 몰까요..,"첫 검사 결과가 isfj라 잇츠 제로 해놨긴 한데 두 번째 땐 esfj, 오늘 세 번째는 isfp 나왔더라고요..",12,0,0,1,1
679,isfj,진짜 공식적으로 잇프제가 되었다 - 2,"이것은 어제 검사입니다. 11000원 이것은 오늘 검사입니다. 300원 어제 검사에 비해 s, j가 더 선명해졌네요 ㄷㄷ",12,0,0,1,1
680,entj,esfj 남자분들 결혼 얘기 원래 잘 꺼내시나요?,"사귄 지 한 달 넘었어요 저와의 미래를 그리는 건 저도 너무 좋은데 2년 뒤에 결혼하자는 둥 그런 얘기를 많이 해서요 그렇다고 결혼할 나이도 아니고요... 저는 두 살 연상이에요 결혼을 빨리하고 싶어 하기도 하고 3년간 연애 휴식기를 가져왔대요 그러다가 저를 만난 거거든요,,, 정말 헌신적이고 너무 잘해주고 제 어머니도 만나고 싶다고 계속 그래서 같이 밥 한 끼 했고요 ㅠㅠㅠ다정한 esfj 분들,, 여자친구 만나면 원래 그러실까요,, 궁금합니다",2,1,1,0,1
681,enfp,ESFJ 어장 잘 치는 편인가요?,"최근에 많이 친해지긴 했는데, 요즘에 플로팅도 많이 하고 카톡도 빨리 보는 사람이 아닌데 칼 답도 오지고 그래요.. ㅎ 자상한 편이라 저희 부서나 타 부서에서 인기가 많은 편인데 계속 썸 같은 유형의 연락이 많이 오길래.. 내 꿈 꿔, 난 너 꿈꿔서 잘 잤어, 내가 데리러 갈게, 너 만나는 거 아니면 일찍 들어가야지 등등 해서 다 괜찮다고 철벽 치고 아침에 카톡도 답장 안 하고 그랬는데, 못 일어난 줄 알았다고 전화 몇 통씩하고.. 본인 뭐 하는지 다 보고 하고.. 당장에 제 선임도 그분 좋아하다 잘 안되시고, 제 룸메랑도 연락하다가 이 남성분이 연락 끊었다고 하더라고요, 관심일까요, 아니면 제가 본인한테 관심 없어 보여 저러는 걸까요ㅠㅠ",1,1,1,1,0
682,isfp,ISFJ 남친 성향이 원래이런가요..,"전 isfp, 남자친구는 isfj입니다 서로 성격 부분은 비슷한 거 같은데, 가치관 이런 쪽이 너무 성향이 안 맞는 거 같네요.. 사귀고 헤어지고 반복 5년째입니다 남자친구랑 저는 자가용으로 1시간 20분 정도 거리에 살고요. 대중교통이 불편해서 항상 제가 차 끌고 가서 만납니다 남자친구가 현재 친구들이랑 같이 살아서, 본집에 가구 싶어 하는 건 아는데요 꼭 저랑 재밌게 시간 보내고 난 다음날 다음 주는 쉴까, 피곤하다. 나도 내 시간이 필요하다 그러는데, 그 말들이 뭔가 저한테는 서운하다고 해야 하나.. 저도 다음 주는 쉬게 해주고 싶어서 내가 지하철 타고 갈게~ 저녁만 먹자 그러려고 했는데, 너무 단칼에 긋는 말들을 하는데 전 너무 서운합니다 서운한 거 티 냈는데, 갑자기 이번 주 만났을 때 네가 했던 이런 행동 이런 행동 화내고 배려심 없는 행동 난 솔직히 놀랐다며 본질과 다른 이야기를 하더라고요 성향이 조금 맞지 않는 것 같은데 저희랑 같은 성향이신 분들도 이러시나요",13,0,0,1,0
683,isfj,이제 공식적으로 잇프제가 되었다.,f가 full로 나와서 놀랬고 i가 생각보다 적네요. 아마 직업상 사람들을 자주 만나고 이야기해서 그런 듯 시간 좀 지나고 3만 원 즈음하는 검사해봐야겠어요.,12,0,0,1,1
684,enfp,sfj남자,여기 글 보면 남자 sfj는 몽글몽글 따듯한 분들이 많은 것 같아요 옆에서 관찰해보고 싶네요 히히 다들 어디로 숨었냐앙,1,1,1,1,0
685,enfp,이질문들에 답해주실 isfj분들 구해용!!,isfj를 짝사랑 중인 enfp 여자입니다 isfj에 대해 궁금한 게 아주 많아요 isfj 분은 적극적인 걸 좋아하는 편인가요 isfj들은 마음에 없는 말을 잘 하나요 isfj분들은 질투가 굉장히 많은 편인가요 그리고 질투 나면 어떻게 하나요 isfj는 상대방이 질투 나지 않게 신경 쓰는 편인가요 연락 텀이 길면 20분 나머지는 거의 다 10이나 칼 답인데 저한테 호감이 있는 걸까요 사귀기 전에 표현을 많이 안 하나요,1,1,1,1,0
686,enfp,Isfj분들 이거 알려주세요!!,관심 없는 이성한테는 연락을 아예 안 하나요 관심 없으면 연락 텀이 얼마나 느리고 연락하다가 그냥 쭉 안일 씹하고 그러는지 궁금해요,1,1,1,1,0
687,isfj,회피성 성격이라 큰일입니다...,"isfj인데, 갈등을 극도로 싫어하고 평화를 너무나 좋아해서 인간관계에서 문제가 생기면 회피하거나, 그 관계를 끊어버리고, 무시하는 방법을 저도 모르게 써요 ㅠㅠㅠ 제가 살면서 친구랑 싸우면 항상 손절 쳤지 갈등에 부딪혀본 적이 거의 없네요... 혹시 이런 점 고칠 방법 없을까요",12,0,0,1,1
688,esfj,누군가가 나를 싫어하더라도,5의 사람들이 나를 좋아해 준다면 그건 과반수가 나를 좋아해 주는 거다. 중학교 때 담임선생님이 해주신 말씀이에요 국어 선생님이셨는데 우리 반만 챙기고 다른 반에선 차가우셔서 다른 학생들이 선생님을 많이 안 좋아했어요 그래서 당시 반장이었던 저는 선생님과 붙어있을 시간도 많고 대화를 나누다가 말씀드렸어요 저는 얘들이 선생님을 싫어하는 게 이해가 안 돼요.라고 하니 이렇게 말씀해주셨어요 오래된 일임에도 불구하고 누군가가 나를 험담하는 얘기를 듣거나 나에게 호감을 보이지 않는다면 항상 선생님께서 해주신 말씀 떠올리며 무시하게 되더라고요 모두가 나를 좋아하는 게 당연한 일이 아니라고,4,1,0,1,1
689,entj,esfj 님들은 연애할때요!,헌신적이고 너무 다정한 것 같아요 매번 모든 관계에 이 여자다 싶다는 느낌을 받으시나요 아니면.. 정말 그렇게 느껴지는 사람이 따로 있나요 궁금해요,2,1,1,0,1
690,estj,Esfj와 연애중인 estj입니다 조언좀용!,둘 다 직장인이고 분야도 달라서 힘든 일 스트레스받는 일 같은 거 얘기 잘 안 하려고 하고 서로 직장에서 지치는데 전화로 또 지치는 얘기 무기력해지는 얘기하는 게 싫어서 말을 별로 안 합니다 근데 esfj는 다 얘기를 해줬으면 한다네요 제가 워낙 속에서 삭히고 혼자 두면 나아지는 스탈이라 그런 것은 진 몰라도 ㅜ esfj분들은 저런 상황에서 애인이 자기한테 회사일 다 얘기하는 게 좋으신가요 스트레스 안 받나요,6,1,0,0,1
691,istj,ISFJ가 어려운 유형인 것 같긴하네요 ㅠ,특히 연애 관련이면 제일 아리송하고 제일 갑갑하고 그렇다고 속 시원한 답변 얻기도 힘든.... 조만간 제가 생각하는 잇츠제에 관련된 장점들을 써야겠네요 ㅠ isfj 파이팅,14,0,0,0,1
692,isfj,신중형 99%,자아에서 신중형이 9 면 어떤 성격이라는 걸까요 눈치를 많이 보는 방금 막 검사한 것인데 99프로는 처음 봐서 신기하네요,12,0,0,1,1
693,isfj,쉬는 날 꼼짝도 하기싫어요!!,약속이 갑자기 취소되는 바람에 침대에서 행복을 만끽하고 있네요 움직이기도 싫고 누워만 있고 싶어요 저같이 세상 게으른 잇츠 제도 없을 거예요 킬킬,12,0,0,1,1
694,isfj,ISFJ 가 사과가 빠른거 다른분들도 그렇나요??,isfj 본인이 뭔 실수나 잘못했을 때 그 빨리 인정하고 그 상대방이 풀리거나 해결될 때까지라고 사과하는 거 ㅋㅋ.. 다른 분들도 그렇나요,12,0,0,1,1
695,esfj,엣프제입니당 질문있으신가요?,안녕하세요 엔 프리에서 에프 제로 바뀐 지 2년 정도 되었네요 월로 할 겸 질문받습니다,4,1,0,1,1
696,enfp,ISFJ에게 ENFP는 어떻게 비추어 지시나요?,isfj의 mbti를 가지고 계신 분들께 enfp가 어떻게 생각되시는지 궁금합니다 ~,1,1,1,1,0
697,estp,isfj 남자 어디가면 있나요?,isfj 남자 만나고 싶어요 최근 entj랑 연애하다 헤어졌는데 안 맞더라고요 isfj 남자ㅜㅜ 만나고 싶은데 isfj한테서 안정감을 느껴요ㅜ 안식처 느낌 어디에 계시나요 보통 활동 범위용,7,1,0,0,0
698,esfj,S님들 책 추천해주세요!!,s n에 따라서 잘 읽히는 책이 따로 있다고 하더라고요~~ s 님들이 술술 읽었던 책 추천해주세요~ 장르 불문~,4,1,0,1,1
699,enfp,엣프제 남자 카톡 이모티콘,"잔망 루피 이모티콘을 자기 돈 주고 살까요 남자앤데 ,, 남자애들끼리 이모티콘 선물을 주고받나요",1,1,1,1,0
700,esfj,sfj가 구조화하는게 어려운 편인가요?,"다른 분들에 비해 완벽하지는 않지만 sfj인데요 근데 이와는 상반되게 구조화하는 게 어렵네요 저는 sfj이라면 당연히 논리적, 구조화 이런 게 잘 될 거라고 생각하거든요 저만 취약한 건지 다른 분들도 비슷한지 궁금하네요 대화를 할 때도 구조화가 잘 안돼서 상대방의 말의 의도를 약간 뭉뚱그려서 듣는 경향이 있더라고요 글을 읽을 때도 나중에 보면 뭉뚱그려서 이해했더라고요 꼼꼼하고 디테일을 중요시하는데 뭔가 뭉뚱그려서 생각하는 느낌이 있어요 마치 구름처럼요 sfj 특징 중에 숲을 보지 못하고 나무에만 집착한다는 게 있던데 이것도 하나의 이유일까요",4,1,0,1,1
701,esfp,Esfj 남자친구와 헤어졌어요.,"엄청 자상하고 애정을 많이 쏟아주고, 미래에 그리는. 가정 상도 비슷하고.. 같은 직업이라 대화도 잘 통하고, 일도 잘해서 의지도 되고.. 집안일도 잘하고 요리하는 것도 좋아하고.. 너무 좋았는데... 못생겨서 얼굴 보고 스킨십을 못하겠더라고요.. 깜깜해서 분위기가 무르익어야.. 할 수 있을 정도.. ㅠ 결국 힘들겠다 했더니 그럼 또다시 밀어내는 거네 이 말에 또 정이 떨어지고... 마지막에 나도 너를 놓치기 싫으니 이러는 거다. 한 번 더 잡고 있는 거라고 하길래... 이게 잡는 건가 싶고 잡고 싶다는 건지 말겠다는 건지.. 잡았다고 말이나 한번 해본다는 건지... 처음 고백할 때도 뭔가 미적지근하게 말해서 고백하는지도 몰랐는데 마지막에 잡을 때도 이게 잡겠다는 건지 그냥 잡지 말라고 했어요 세상 자상한데.... 고백도 하는 둥 마는 둥.. 잡는 것도 잡는 둥 마는 둥.. 자존감 높은 분이라.. 그냥 보내드려야겠어요.. 나 땜에 자존감만 낮아지실 듯...",5,1,0,1,0
702,isfp,isfj 썸남 있는데 썸 깨도 될까요?,처음에 서로 잘 모르는데도 계속 다가오길래 부담스럽기도 해서 계속 철벽 쳤는데 그래도 계속 다가오길래 맘 열었는데 뭔가 초반보다 반응이 미묘하네요 ㅋㅋㅋ 제가 관심 없고 반응 별로일 때 카톡 답장도 엄청 늦게 하고 차갑게 대하고 그럴 때는 계속 만나자고 하고 전화도 하고 싶다고 그러더니 제가 맘 좀 열어서 카톡 답장도 잘해주고 장난도 치고 최근에 계속 전화하고 싶다고 그래서 전화 한번 했었는데 그 이후로 전화하자는 소리도 안 하고 카톡도 얘기하다가 조금 하면 먼저 빨리 끝내려고 하네요 ㅋㅋㅋ 만나면 저한테 잘해주려고 하는 거 같긴 해요. 일이 바쁘면 도와주러 오고 일부러 저 만나러 오고 음료수도 사주고 그러긴 해요. 근데 초반보다는 반응이 달라진 게 보이니까. 제가 계속 철벽 치니까 언제까지 저러나 싶어서 계속 대시한 건가 싶네요 ㅋㅋㅋ 썸 깨도 되겠죠,13,0,0,1,0
